Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
SEA,"Seattle, WA: Seattle-Tacoma International",2020/03,3,March,2020,945,1989,2538,15,755,"JetBlue Airways,Alaska Airlines Inc.,Frontier Airlines Inc.,American Airlines Inc.,Spirit Airlines Inc.,Delta Air Lines Inc.",6,160,1725,32,15480,17397,61644,38054,21985,1439,141120,17998
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/11,11,November,2005,1859,435,2711,18,384,"Delta Air Lines Inc.,Alaska Airlines Inc.,Spirit Airlines Inc.",3,226,8655,29,16973,25883,20176,7559,103923,102,159440,27680
LAX,"Los Angeles, CA: Los Angeles International",2015/12,12,December,2015,1085,697,2470,7,45,"Sun Country Airlines,Delta Air Lines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.,Spirit Airlines Inc.,Alaska Airlines Inc.,American Airlines Inc.",7,246,4039,41,21654,25980,29213,85271,104254,600,266964,47626
SFO,"San Francisco, CA: San Francisco International",2018/07,7,July,2018,779,1188,2005,29,588,"Spirit Airlines Inc.,JetBlue Airways,Frontier Airlines Inc.,Southwest Airlines Co.,Allegiant Air",5,196,3758,22,8449,12425,38430,25160,6013,1535,94657,23519
ORD,"Chicago, IL: O'Hare International",2013/09,9,September,2013,1312,1434,3393,28,767,"Southwest Airlines Co.,Delta Air Lines Inc.,United Air Lines Inc.,Spirit Airlines Inc.",4,45,8411,20,17910,26386,33865,22303,112808,531,207325,37818
LAX,"Los Angeles, CA: Los Angeles International",2012/06,6,June,2012,467,156,3182,14,727,"American Airlines Inc.,Spirit Airlines Inc.,Alaska Airlines Inc.,Allegiant Air,Delta Air Lines Inc.,Hawaiian Airlines Inc.",6,173,9770,44,27036,37023,27313,31830,17917,1161,93275,15054
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2002/03,3,March,2002,192,2263,2989,21,153,"Frontier Airlines Inc.,Southwest Airlines Co.",2,217,7408,37,7756,15418,23985,72485,85267,1604,206292,22951
DEN,"Denver, CO: Denver International",2019/04,4,April,2019,361,659,706,30,448,"Southwest Airlines Co.,Spirit Airlines Inc.",2,81,8301,9,21734,30125,45664,28629,92412,343,216364,49316
DEN,"Denver, CO: Denver International",2018/03,3,March,2018,604,547,2839,17,427,"Frontier Airlines Inc.,Southwest Airlines Co.,Spirit Airlines Inc.,Alaska Airlines Inc.,Sun Country Airlines,Hawaiian Airlines Inc.",6,133,800,13,5776,6722,71323,83890,61955,1665,243737,24904
SEA,"Seattle, WA: Seattle-Tacoma International",2016/05,5,May,2016,1257,541,1717,18,737,"JetBlue Airways,Hawaiian Airlines Inc.,Southwest Airlines Co.,United Air Lines Inc.",4,62,5621,25,19940,25648,61234,2842,35056,1953,120203,19118
SFO,"San Francisco, CA: San Francisco International",2019/09,9,September,2019,1563,588,3513,9,498,"Southwest Airlines Co.,Spirit Airlines Inc.,Hawaiian Airlines Inc.",3,208,3307,14,29829,33358,51606,10827,67796,1894,166656,34533
ORD,"Chicago, IL: O'Hare International",2014/06,6,June,2014,436,2184,2170,10,281,"United Air Lines Inc.,Southwest Airlines Co.",2,198,888,49,15310,16445,39208,41808,22551,852,124454,20035
DEN,"Denver, CO: Denver International",2003/12,12,December,2003,436,2003,2013,6,396,"Delta Air Lines Inc.,Allegiant Air,Sun Country Airlines,United Air Lines Inc.,Southwest Airlines Co.",5,181,8315,9,6353,14858,77447,13642,23464,239,129142,14350
ORD,"Chicago, IL: O'Hare International",2014/12,12,December,2014,1214,622,3219,5,224,"Sun Country Airlines,Southwest Airlines Co.,Hawaiian Airlines Inc.,Frontier Airlines Inc.,JetBlue Airways",5,268,3427,39,19104,22838,23278,26869,97387,1761,183776,34481
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2000/10,10,October,2000,1840,1575,3330,5,449,"Sun Country Airlines,United Air Lines Inc.,Delta Air Lines Inc.,American Airlines Inc.,Hawaiian Airlines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.",7,48,2762,4,20596,23410,47139,89202,32740,1282,208822,38459
LAX,"Los Angeles, CA: Los Angeles International",2018/02,2,February,2018,1786,1812,3700,4,126,"Allegiant Air,Frontier Airlines Inc.,Spirit Airlines Inc.,Southwest Airlines Co.,American Airlines Inc.,Hawaiian Airlines Inc.,Delta Air Lines Inc.",7,207,8278,42,14693,23220,44008,59354,103576,474,218933,11521
ORD,"Chicago, IL: O'Hare International",2017/07,7,July,2017,978,938,1931,19,694,"Allegiant Air,Sun Country Airlines,Alaska Airlines Inc.,Southwest Airlines Co.",4,23,921,20,13283,14247,71160,62530,55519,624,235445,45612
LAX,"Los Angeles, CA: Los Angeles International",2018/03,3,March,2018,1783,1131,1250,14,113,"Southwest Airlines Co.,JetBlue Airways,Hawaiian Airlines Inc.,Allegiant Air,Frontier Airlines Inc.,United Air Lines Inc.,American Airlines Inc.",7,176,1604,19,23636,25435,67768,49018,60811,987,184829,6245
SEA,"Seattle, WA: Seattle-Tacoma International",2004/01,1,January,2004,1102,1271,3530,30,617,"Southwest Airlines Co.,American Airlines Inc.,Spirit Airlines Inc.,Sun Country Airlines,Allegiant Air",5,163,9165,46,16812,26186,31630,81931,63982,941,208497,30013
BOS,"Boston, MA: Logan International",2009/07,7,July,2009,1577,783,2217,28,309,"United Air Lines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.,Alaska Airlines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Sun Country Airlines",7,36,3258,37,26673,30004,41654,68595,80486,1916,220414,27763
SEA,"Seattle, WA: Seattle-Tacoma International",2013/01,1,January,2013,528,499,2938,13,129,"American Airlines Inc.,Delta Air Lines Inc.",2,271,3567,1,26020,29859,56952,73870,58214,400,220143,30707
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/01,1,January,2013,1806,1356,1872,29,504,"Spirit Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.",4,14,3360,8,9318,12700,30850,94059,109298,1010,257695,22478
SEA,"Seattle, WA: Seattle-Tacoma International",2012/11,11,November,2012,1935,1363,445,10,723,"Spirit Airlines Inc.,Delta Air Lines Inc.,JetBlue Airways,Allegiant Air,Hawaiian Airlines Inc.",5,291,5627,5,29361,35284,11339,19560,24255,552,76923,21217
SEA,"Seattle, WA: Seattle-Tacoma International",2000/11,11,November,2000,1273,196,3168,1,142,"Southwest Airlines Co.,Hawaiian Airlines Inc.,Delta Air Lines Inc.,Allegiant Air,Frontier Airlines Inc.",5,39,3233,19,15136,18427,5053,23883,45755,1421,111687,35575
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/09,9,September,2015,304,275,2224,8,98,"Alaska Airlines Inc.,Frontier Airlines Inc.,Allegiant Air",3,158,6698,0,6451,13307,29965,24172,68065,1955,128356,4199
DEN,"Denver, CO: Denver International",2009/05,5,May,2009,349,237,961,8,780,"JetBlue Airways,United Air Lines Inc.",2,225,2102,22,18351,20700,9479,20025,23070,39,59128,6515
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/02,2,February,2014,1582,1093,2761,11,425,"JetBlue Airways,Sun Country Airlines,Spirit Airlines Inc.,Delta Air Lines Inc.,Alaska Airlines Inc.,Allegiant Air,Southwest Airlines Co.",7,162,3704,33,5580,9479,46066,35199,20638,672,109223,6648
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/08,8,August,2004,720,1948,2024,25,496,"United Air Lines Inc.,JetBlue Airways,Allegiant Air",3,112,6337,2,28483,34934,9556,86500,81865,1530,226438,46987
BOS,"Boston, MA: Logan International",2015/08,8,August,2015,1201,2065,2612,19,298,"Southwest Airlines Co.,United Air Lines Inc.,Delta Air Lines Inc.",3,187,8727,33,20158,29105,79113,78072,4043,1385,206328,43715
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/03,3,March,2006,1778,2464,2636,25,239,"Southwest Airlines Co.,JetBlue Airways,Delta Air Lines Inc.,Alaska Airlines Inc.,Sun Country Airlines,Frontier Airlines Inc.",6,233,2567,23,7849,10672,57007,15272,40228,1710,115518,1301
SFO,"San Francisco, CA: San Francisco International",2023/01,1,January,2023,1794,626,2346,11,636,"JetBlue Airways,Alaska Airlines Inc.",2,161,2458,44,19735,22398,57012,16622,16132,1999,117631,25866
ORD,"Chicago, IL: O'Hare International",2018/11,11,November,2018,251,1593,3339,14,24,"Delta Air Lines Inc.,Frontier Airlines Inc.",2,144,3189,15,23621,26969,52969,10615,115457,1761,196033,15231
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/06,6,June,2006,1849,1625,3868,15,131,"Spirit Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.",5,174,9476,0,19540,29190,78257,91174,38916,474,222670,13849
DEN,"Denver, CO: Denver International",2000/04,4,April,2000,235,908,59,4,733,"Delta Air Lines Inc.,JetBlue Airways,Allegiant Air",3,271,1205,27,6947,8450,23889,60026,49051,83,163282,30233
JFK,"New York, NY: John F. Kennedy International",2003/08,8,August,2003,751,1852,666,17,525,"Allegiant Air,United Air Lines Inc.,Frontier Airlines Inc.",3,225,8414,50,12314,21003,41583,22708,2601,1551,83081,14638
BOS,"Boston, MA: Logan International",2017/12,12,December,2017,95,108,1701,19,487,"Sun Country Airlines,Southwest Airlines Co.,Delta Air Lines Inc.,Hawaiian Airlines Inc.",4,261,5804,47,8863,14975,69094,99803,113007,1759,325613,41950
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/09,9,September,2009,992,104,3694,21,317,"Sun Country Airlines,Frontier Airlines Inc.,JetBlue Airways,American Airlines Inc.,Alaska Airlines Inc.",5,293,9116,47,9146,18602,48899,35866,100679,396,197516,11676
BOS,"Boston, MA: Logan International",2004/10,10,October,2004,1692,861,300,3,641,"United Air Lines Inc.,JetBlue Airways,Southwest Airlines Co.,Allegiant Air,Alaska Airlines Inc.,Delta Air Lines Inc.",6,259,2189,22,19102,21572,15346,14447,99022,13,170646,41818
JFK,"New York, NY: John F. Kennedy International",2004/08,8,August,2004,356,2197,2894,10,716,"United Air Lines Inc.,Frontier Airlines Inc.,Spirit Airlines Inc.,Southwest Airlines Co.,Allegiant Air,Alaska Airlines Inc.",6,147,9981,29,5013,15170,50279,83337,91166,1085,274150,48283
SEA,"Seattle, WA: Seattle-Tacoma International",2006/02,2,February,2006,1956,248,511,5,568,"Southwest Airlines Co.,United Air Lines Inc.,Alaska Airlines Inc.,Sun Country Airlines,Allegiant Air",5,298,1377,20,22155,23850,53019,20705,92779,1486,187498,19509
LAX,"Los Angeles, CA: Los Angeles International",2023/03,3,March,2023,1667,1860,3821,1,102,"JetBlue Airways,United Air Lines Inc.,Southwest Airlines Co.,Frontier Airlines Inc.,Allegiant Air,Hawaiian Airlines Inc.,Alaska Airlines Inc.",7,130,3633,34,13773,17570,66088,89212,69215,1310,257088,31263
JFK,"New York, NY: John F. Kennedy International",2000/09,9,September,2000,736,675,3489,26,159,"Hawaiian Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.,Allegiant Air",7,170,4538,44,17025,21777,65191,34220,16984,268,119431,2768
JFK,"New York, NY: John F. Kennedy International",2013/12,12,December,2013,401,1902,704,14,752,"American Airlines Inc.,Frontier Airlines Inc.,JetBlue Airways,Allegiant Air,Delta Air Lines Inc.,Sun Country Airlines,Spirit Airlines Inc.",7,224,558,21,27344,28147,63589,62333,110738,514,262276,25102
LAX,"Los Angeles, CA: Los Angeles International",2016/04,4,April,2016,1447,909,2509,2,373,"Delta Air Lines Inc.,American Airlines Inc.,Spirit Airlines Inc.,Southwest Airlines Co.,Allegiant Air,Sun Country Airlines,Hawaiian Airlines Inc.",7,245,7101,5,11545,18896,33700,81363,52981,326,185931,17561
ORD,"Chicago, IL: O'Hare International",2008/10,10,October,2008,1917,1987,3228,12,436,"Alaska Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,American Airlines Inc.,Delta Air Lines Inc.,Southwest Airlines Co.",6,232,2323,22,18765,21342,57583,82034,25005,998,206154,40534
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/03,3,March,2003,1224,1900,2171,14,168,"Allegiant Air,United Air Lines Inc.",2,87,2319,10,18805,21221,48441,34747,7020,384,97612,7020
LAX,"Los Angeles, CA: Los Angeles International",2017/02,2,February,2017,1749,2305,483,20,574,"Delta Air Lines Inc.,Allegiant Air,Spirit Airlines Inc.,Sun Country Airlines,Southwest Airlines Co.",5,79,5639,5,5813,11536,45675,30935,2548,201,117397,38038
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/10,10,October,2009,901,663,3727,12,457,"United Air Lines Inc.,Southwest Airlines Co.,JetBlue Airways,Sun Country Airlines,Spirit Airlines Inc.,Delta Air Lines Inc.,Alaska Airlines Inc.",7,203,6287,33,23563,30086,67993,53562,45383,1342,200537,32257
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/06,6,June,2015,812,805,2166,4,271,"JetBlue Airways,Delta Air Lines Inc.,American Airlines Inc.,Sun Country Airlines",4,264,790,27,11041,12122,39507,59878,43257,1062,166486,22782
BOS,"Boston, MA: Logan International",2010/04,4,April,2010,1258,2216,3115,10,349,"Allegiant Air,United Air Lines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.",4,109,5320,13,27994,33436,76403,39119,57136,52,206872,34162
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011/11,11,November,2011,625,1955,3700,26,713,"Delta Air Lines Inc.,United Air Lines Inc.,JetBlue Airways,Southwest Airlines Co.,American Airlines Inc.,Frontier Airlines Inc.,Alaska Airlines Inc.",7,271,7944,41,14734,22990,24647,54088,80804,1475,202769,41755
ORD,"Chicago, IL: O'Hare International",2015/06,6,June,2015,776,2168,2402,0,741,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Southwest Airlines Co.,Spirit Airlines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.",7,180,4250,18,7607,12055,38230,8544,59031,687,141361,34869
BOS,"Boston, MA: Logan International",2021/10,10,October,2021,1474,826,1995,7,273,"JetBlue Airways,Alaska Airlines Inc.,Southwest Airlines Co.",3,77,5954,41,7371,13443,53765,19234,51800,1471,130214,3944
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/03,3,March,2014,1485,297,1531,12,726,"Southwest Airlines Co.,Hawaiian Airlines Inc.,Allegiant Air,American Airlines Inc.,Delta Air Lines Inc.,Alaska Airlines Inc.,United Air Lines Inc.",7,104,1938,0,29834,31876,55619,53058,19463,512,170794,42142
JFK,"New York, NY: John F. Kennedy International",2001/04,4,April,2001,488,1456,3715,15,321,"American Airlines Inc.,Spirit Airlines Inc.",2,258,9070,44,7285,16657,29218,88791,24260,1967,172216,27980
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/06,6,June,2007,1752,1004,2605,11,238,"Delta Air Lines Inc.,American Airlines Inc.,Hawaiian Airlines Inc.",3,26,5933,15,5781,11755,10294,73381,113664,1224,217543,18980
BOS,"Boston, MA: Logan International",2005/03,3,March,2005,1243,2432,494,30,771,"Delta Air Lines Inc.,Spirit Airlines Inc.,JetBlue Airways,American Airlines Inc.,Sun Country Airlines,Allegiant Air,United Air Lines Inc.",7,157,1307,2,5950,7416,68977,61176,111217,1302,283894,41222
SEA,"Seattle, WA: Seattle-Tacoma International",2005/02,2,February,2005,338,142,3434,22,261,"Delta Air Lines Inc.,Frontier Airlines Inc.,Allegiant Air,Hawaiian Airlines Inc.",4,20,8748,17,22976,31761,57182,38627,93765,1820,204668,13274
BOS,"Boston, MA: Logan International",2005/06,6,June,2005,1978,140,393,15,701,"Allegiant Air,Frontier Airlines Inc.,JetBlue Airways,Spirit Airlines Inc.,Alaska Airlines Inc.,Hawaiian Airlines Inc.",6,245,8710,32,8373,17360,66064,88858,115797,1130,299903,28054
DEN,"Denver, CO: Denver International",2003/06,6,June,2003,1685,1882,2378,24,85,"Spirit Airlines Inc.,United Air Lines Inc.,JetBlue Airways,American Airlines Inc.,Sun Country Airlines,Hawaiian Airlines Inc.,Allegiant Air",7,296,9215,40,7309,16860,4729,20601,89998,1958,159386,42100
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/09,9,September,2003,1277,1619,2055,19,713,"United Air Lines Inc.,Spirit Airlines Inc.,Sun Country Airlines,American Airlines Inc.",4,103,2540,30,17783,20456,72146,76112,67071,249,222252,6674
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2003/02,2,February,2003,1163,1769,3654,11,159,"Southwest Airlines Co.,Delta Air Lines Inc.,United Air Lines Inc.",3,51,9122,26,18795,27994,5880,38605,116636,1449,177038,14468
SEA,"Seattle, WA: Seattle-Tacoma International",2012/08,8,August,2012,532,1220,1898,30,614,"Hawaiian Airlines Inc.,JetBlue Airways,Southwest Airlines Co.,Spirit Airlines Inc.",4,282,5473,12,6461,12228,53583,9396,93946,85,165319,8309
JFK,"New York, NY: John F. Kennedy International",2009/04,4,April,2009,510,388,3710,26,788,"JetBlue Airways,Hawaiian Airlines Inc.",2,64,7489,35,17141,24729,62368,50757,33441,433,196441,49442
SFO,"San Francisco, CA: San Francisco International",2002/08,8,August,2002,1503,2449,3528,15,164,"Spirit Airlines Inc.,Alaska Airlines Inc.,Sun Country Airlines,United Air Lines Inc.,Frontier Airlines Inc.",5,271,4921,30,16464,21686,76613,13708,64642,1799,199853,43091
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2016/01,1,January,2016,1509,1930,2406,30,602,"Sun Country Airlines,Frontier Airlines Inc.,JetBlue Airways,Southwest Airlines Co.",4,44,1710,39,16317,18110,4338,75499,85474,343,210883,45229
ORD,"Chicago, IL: O'Hare International",2002/03,3,March,2002,1914,1045,2165,15,150,"Sun Country Airlines,Allegiant Air,Frontier Airlines Inc.,Hawaiian Airlines Inc.,JetBlue Airways",5,24,3481,29,10823,14357,53078,28413,100416,1034,194999,12058
LAX,"Los Angeles, CA: Los Angeles International",2015/04,4,April,2015,947,1753,3490,15,724,"Sun Country Airlines,Southwest Airlines Co.,Spirit Airlines Inc.",3,163,7739,13,22387,30302,71589,27948,54836,356,182333,27604
SEA,"Seattle, WA: Seattle-Tacoma International",2013/07,7,July,2013,678,1389,2901,9,449,"Allegiant Air,JetBlue Airways,Alaska Airlines Inc.,Hawaiian Airlines Inc.,Frontier Airlines Inc.",5,136,3943,9,24083,28171,79402,95896,94280,739,309732,39415
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/10,10,October,2014,1051,686,620,20,618,"Hawaiian Airlines Inc.,American Airlines Inc.,Spirit Airlines Inc.,Delta Air Lines Inc.,Alaska Airlines Inc.,Allegiant Air",6,269,728,49,21609,22655,40174,38527,115735,1065,197457,1956
SEA,"Seattle, WA: Seattle-Tacoma International",2011/01,1,January,2011,581,1449,1265,27,782,"Allegiant Air,Frontier Airlines Inc.",2,116,860,17,27618,28611,59400,5951,93779,154,184780,25496
SFO,"San Francisco, CA: San Francisco International",2024/04,4,April,2024,1100,1115,280,23,425,"Allegiant Air,Frontier Airlines Inc.,Delta Air Lines Inc.",3,244,2635,10,17176,20065,64683,4066,71794,763,161803,20497
JFK,"New York, NY: John F. Kennedy International",2008/12,12,December,2008,694,1424,343,17,396,"United Air Lines Inc.,Spirit Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.",4,250,3011,39,20948,24248,77960,29340,61205,255,178002,9242
BOS,"Boston, MA: Logan International",2006/03,3,March,2006,1532,1392,1945,0,47,"Spirit Airlines Inc.,JetBlue Airways",2,299,6175,33,12988,19495,78997,35732,53163,1375,189737,20470
BOS,"Boston, MA: Logan International",2005/08,8,August,2005,1065,639,3089,13,349,"Sun Country Airlines,Hawaiian Airlines Inc.,Southwest Airlines Co.,Spirit Airlines Inc.,Frontier Airlines Inc.,United Air Lines Inc.,Delta Air Lines Inc.",7,120,574,6,13692,14392,35391,15319,99024,1165,171831,20932
JFK,"New York, NY: John F. Kennedy International",2017/06,6,June,2017,343,1272,1692,12,121,"Alaska Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,American Airlines Inc.,Spirit Airlines Inc.,JetBlue Airways",7,193,7973,20,9163,17349,68782,11511,10789,736,139294,47476
SEA,"Seattle, WA: Seattle-Tacoma International",2022/02,2,February,2022,1047,566,1412,29,455,"Allegiant Air,JetBlue Airways,Southwest Airlines Co.",3,170,756,39,18748,19713,27542,5768,47583,1635,106856,24328
SEA,"Seattle, WA: Seattle-Tacoma International",2008/07,7,July,2008,522,362,294,14,16,"United Air Lines Inc.,Sun Country Airlines,JetBlue Airways,Hawaiian Airlines Inc.,Alaska Airlines Inc.",5,22,828,26,14139,15015,10974,80673,84560,1636,225423,47580
